0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,8
0,45,8
0,46,8
0,47,8
0,48,9
0,49,8
0,50,8
0,51,8
0,52,8
0,53,7
0,54,8
0,55,7
0,56,7
0,57,7
0,58,7
0,59,7
0,60,7
0,61,7
0,62,7
0,63,7
0,64,7
0,65,7
0,66,7
0,67,7
0,68,7
0,69,7
0,70,7
0,71,7
0,72,7
0,73,7
0,74,7
0,75,7
0,76,8
0,77,8
0,78,8
0,79,8
0,80,8
0,81,8
0,82,8
0,83,8
0,84,8
0,85,8
0,86,9
0,87,9
0,88,9
0,89,10
0,90,89
0,91,83
0,92,83
0,93,82
0,94,83
0,95,82
0,96,81
0,97,82
0,98,84
0,99,81
0,100,82
0,101,82
0,102,86
0,103,83
0,104,84
0,105,82
0,106,84
0,107,82
0,108,83
0,109,84
0,110,84
0,111,82
0,112,81
0,113,82
0,114,83
0,115,85
0,116,81
0,117,80
0,118,80
0,119,81
0,120,81
0,121,81
0,122,81
0,123,81
0,124,80
0,125,80
0,126,80
0,127,80
0,128,81
0,129,81
0,130,82
0,131,82
0,132,79
0,133,80
0,134,82
0,135,75
0,136,75
0,137,78
0,138,77
0,139,76
0,140,76
0,141,78
0,142,76
0,143,75
0,144,75
0,145,72
0,146,70
0,147,71
0,148,75
0,149,76
0,150,65
5,30,0
5,31,0
5,32,0
5,33,0
5,34,0
5,35,0
5,36,0
5,37,0
5,38,0
5,39,0
5,40,0
5,41,0
5,42,0
5,43,0
5,44,0
5,45,0
5,46,9
5,47,9
5,48,9
5,49,8
5,50,8
5,51,7
5,52,7
5,53,7
5,54,8
5,55,7
5,56,7
5,57,7
5,58,7
5,59,7
5,60,7
5,61,7
5,62,7
5,63,7
5,64,7
5,65,7
5,66,7
5,67,7
5,68,7
5,69,7
5,70,7
5,71,7
5,72,7
5,73,7
5,74,7
5,75,7
5,76,7
5,77,8
5,78,9
5,79,9
5,80,8
5,81,10
5,82,10
5,83,10
5,84,11
5,85,84
5,86,93
5,87,93
5,88,82
5,89,82
5,90,85
5,91,82
5,92,85
5,93,83
5,94,84
5,95,81
5,96,83
5,97,82
5,98,85
5,99,82
5,100,81
5,101,81
5,102,81
5,103,81
5,104,81
5,105,82
5,106,80
5,107,81
5,108,82
5,109,81
5,110,80
5,111,81
5,112,81
5,113,81
5,114,81
5,115,81
5,116,81
5,117,81
5,118,80
5,119,81
5,120,81
5,121,82
5,122,84
5,123,86
5,124,86
5,125,80
5,126,81
5,127,81
5,128,81
5,129,79
5,130,79
5,131,79
5,132,81
5,133,79
5,134,78
5,135,78
5,136,78
5,137,78
5,138,76
5,139,78
5,140,79
5,141,74
